4913
         35517645 function calls (35268577 primitive calls) in 31.088 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 __init__.py:375(_FixedOffset)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 parser.py:374(_ymd)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        2    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 tz.py:768(tzrange)
        1    0.000    0.000    0.000    0.000 win.py:40(tzres)
        1    0.000    0.000    0.000    0.000 config.py:170(get_default_val)
        4    0.000    0.000    0.000    0.000 config.py:219(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:966(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 relationships.py:17(Relationships)
        1    0.000    0.000    0.000    0.000 table.py:11(Table)
        1    0.000    0.000    0.000    0.000 chart_bar.py:12(ChartBar)
        1    0.000    0.000    0.000    0.000 categorical.py:2043(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 _decorators.py:227(docstring_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:369(ContextualVersionConflict)
        3    0.000    0.000    0.000    0.000 __init__.py:423(register_loader_type)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1931(__xor__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3674(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 utils.py:77(set_num_threads)
        7    0.000    0.000    0.000    0.000 offsets.py:202(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1114(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1142(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:2145(YearEnd)
        1    0.000    0.000    0.000    0.000 internals.py:1427(ScalarBlock)
        1    0.000    0.000    0.000    0.000 format.py:332(TableFormatter)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 _apipkg.py:153(getmod)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 window.py:1290(RollingGroupby)
        1    0.000    0.000    0.000    0.000 _converter.py:272(PandasAutoDateLocator)
        2    0.000    0.000    0.000    0.000 __init__.py:863(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:147(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:1141(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:335(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2417(Keyword)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3693(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(Forward)
        1    0.000    0.000    0.000    0.000 colors.py:1052(SymLogNorm)
        1    0.000    0.000    0.000    0.000 units.py:74(ConversionInterface)
        1    0.000    0.000    0.000    0.000 dates.py:861(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:966(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1566(DateConverter)
        1    0.000    0.000    0.000    0.000 rrule.py:1086(_iterinfo)
        1    0.000    0.000    0.000    0.000 ticker.py:815(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2030(LogLocator)
        1    0.000    0.000    0.000    0.000 _core.py:1268(HistPlot)
        1    0.000    0.000    0.000    0.000 ops.py:478(UnaryOp)
        1    0.000    0.000    0.000    0.000 reshape.py:37(_Unstacker)
        1    0.000    0.000    0.000    0.000 resample.py:670(DatetimeIndexResampler)
        1    0.000    0.000    0.000    0.000 resample.py:991(TimeGrouper)
        1    0.000    0.000    0.000    0.000 merge.py:1102(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 parsers.py:1584(CParserWrapper)
        1    0.000    0.000    0.000    0.000 excel.py:793(_Openpyxl1Writer)
        1    0.000    0.000    0.000    0.000 pytables.py:2833(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:4315(AppendablePanelTable)
        1    0.000    0.000    0.000    0.000 pytables.py:30(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:378(ExprVisitor)
        1    0.000    0.000    0.000    0.000 html.py:484(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:1254(SQLiteTable)
        1    0.000    0.000    0.000    0.000 config.py:479(Parser)
        1    0.000    0.000    0.000    0.000 config.py:1365(setns)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 code.py:87(Frame)
        1    0.000    0.000    0.000    0.000 code.py:262(Traceback)
        1    0.000    0.000    0.000    0.000 pluggy.py:451(get_canonical_name)
        1    0.000    0.000    0.000    0.000 code.py:246(Traceback)
        1    0.000    0.000    0.000    0.000 code.py:338(ExceptionInfo)
        1    0.000    0.000    0.000    0.000 bdb.py:478(Breakpoint)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 main.py:534(Item)
        1    0.000    0.000    0.000    0.000 runner.py:426(SetupState)
        1    0.000    0.000    0.000    0.000 python.py:202(PyobjMixin)
        1    0.000    0.000    0.000    0.000 python_api.py:26(ApproxBase)
        1    0.000    0.000    0.000    0.000 capture.py:190(CaptureFixture)
        1    0.000    0.000    0.000    0.000 capture.py:334(FDCapture)
        1    0.000    0.000    0.000    0.000 capture.py:448(DontReadFromInput)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:38(Tag)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:104(SimpleUnicodeVisitor)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:217(<listcomp>)
        1    0.000    0.000    0.000    0.000 testing.py:2748(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 _internal.py:200(dummy_ctype)
        1    0.000    0.000    0.000    0.000 parse.py:723(Quoter)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:949(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1077(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 utils.py:1622(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1890(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
        1    0.000    0.000    0.000    0.000 function_base.py:2527(vectorize)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:2400(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        2    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:580(iterkeys)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        3    0.000    0.000    0.000    0.000 config.py:589(_translate_key)
        1    0.000    0.000    0.000    0.000 chart_column.py:11(ChartColumn)
        1    0.000    0.000    0.000    0.000 chart_line.py:11(ChartLine)
        1    0.000    0.000    0.000    0.000 algorithms.py:994(SelectN)
        1    0.000    0.000    0.000    0.000 base.py:27(StringMixin)
        1    0.000    0.000    0.000    0.000 _decorators.py:100(Substitution)
        1    0.000    0.000    0.000    0.000 nonreduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        1    0.000    0.000    0.000    0.000 groupby.py:337(GroupByPlot)
        6    0.000    0.000    0.000    0.000 base.py:3706(_make_compare)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:88(_try_call)
        1    0.000    0.000    0.000    0.000 subprocess.py:176(Handle)
        1    0.000    0.000    0.000    0.000 expressions.py:67(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:1859(FileMetadata)
        1    0.000    0.000    0.000    0.000 plistlib.py:127(Plist)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        2    0.000    0.000    0.000    0.000 pyparsing.py:291(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3327(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3873(__str__)
        8    0.000    0.000    0.000    0.000 frequencies.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1375(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1439(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1845(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2640(Easter)
        6    0.000    0.000    0.000    0.000 period.py:77(_period_index_cmp)
        6    0.000    0.000    0.000    0.000 datetimes.py:101(_dt_index_cmp)
        1    0.000    0.000    0.000    0.000 format.py:150(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1472(CSVFormatter)
        1    0.000    0.000    0.000    0.000 _apipkg.py:169(__getattribute__)
        1    0.000    0.000    0.000    0.000 request.py:434(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 _converter.py:187(DatetimeConverter)
        1    0.000    0.000    0.000    0.000 _converter.py:953(TimeSeries_DateFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:243(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:247(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:669(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:256(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:889(RingBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:2446(Locked)
        3    0.000    0.000    0.000    0.000 rcsetup.py:500(validate_ps_distiller)
        2    0.000    0.000    0.000    0.000 rcsetup.py:591(validate_hinting)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3042(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3892(__str__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4274(postParse)
        1    0.000    0.000    0.000    0.000 colors.py:759(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:981(LogNorm)
        2    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        4    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 units.py:120(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1388(MicrosecondLocator)
